request_id,customer_segment,service_area,channel,region,request_type,urgency_score,previous_cases_90d,account_age_months,open_cases_at_submission,avg_response_minutes_30d,sentiment_score_at_submission,missing_documents_flag,weekend_submission,priority_class,sla_breach,resolution_days_post_outcome,post_resolution_status
REQ-00854,Individual,Customer success,Phone,Wales,Technical incident,2,2,40,0,27.0,0.446,0,1,Low,1,5.2,Late - dependency
REQ-00855,SME,Finance operations,Portal,North West,Technical incident,4,2,39,2,12.8,0.036,0,0,Standard,1,7.6,Late - dependency
REQ-00856,Enterprise,HR services,Chat,Midlands,Billing query,3,2,23,3,64.2,-0.325,0,0,Urgent,1,6.6,Late - complex
REQ-00857,Public sector,IT support,Portal,Wales,Access issue,2,2,1,1,82.7,-0.336,0,0,Standard,1,6.4,Late - complex
REQ-00858,Individual,Customer success,Email,Midlands,Technical incident,4,0,40,2,80.7,-0.257,1,0,Urgent,1,7.5,Late - staffing
REQ-00859,Enterprise,Customer success,Portal,South East,Access issue,2,0,25,3,53.2,0.166,0,0,Low,0,3.1,On time
REQ-00860,Enterprise,Customer success,Portal,Wales,Change request,2,3,47,0,70.7,0.284,0,0,Standard,0,2.8,On time
REQ-00861,Individual,Finance operations,Phone,South East,Policy question,3,1,26,0,5.7,-0.587,0,1,Standard,1,5.8,Late - staffing
REQ-00862,Public sector,IT support,Portal,Wales,Policy question,4,1,70,0,86.1,-0.177,0,0,Low,1,6.5,Late - dependency
REQ-00863,Individual,IT support,Portal,Midlands,Billing query,5,1,49,1,75.6,0.159,1,1,Urgent,1,7.8,Late - staffing
REQ-00864,Public sector,IT support,Portal,London,Complaint,4,3,33,2,139.1,-0.355,1,0,Urgent,1,8.6,Late - dependency
REQ-00865,SME,IT support,Email,Northern Ireland,Access issue,4,4,51,0,70.3,0.245,0,0,Urgent,1,8.6,Late - staffing
REQ-00866,Individual,IT support,Phone,Midlands,Access issue,4,2,47,1,37.0,-0.088,0,0,Standard,1,8.5,Late - staffing
REQ-00867,Individual,Customer success,Chat,Midlands,Access issue,2,0,45,1,68.2,-0.276,0,0,Low,1,4.6,Late - dependency
REQ-00868,Individual,IT support,Portal,Scotland,Technical incident,2,1,42,1,58.5,0.074,0,0,Standard,1,7.2,Late - staffing
REQ-00869,SME,IT support,Email,Midlands,Complaint,3,1,67,1,85.2,0.227,0,0,Standard,1,7.1,Late - staffing
REQ-00870,SME,Customer success,Email,North West,Billing query,4,1,23,0,70.9,-0.332,1,0,Urgent,0,5.5,On time
REQ-00871,Individual,HR services,Email,Midlands,Complaint,4,2,31,1,25.9,-0.059,0,0,Urgent,1,8.2,Late - dependency
REQ-00872,SME,Facilities,Portal,London,Billing query,1,3,18,2,12.7,0.26,0,0,Low,0,2.5,On time
REQ-00873,Individual,Facilities,Portal,North West,Technical incident,4,0,41,0,79.2,-0.293,0,1,Standard,0,2.6,On time
REQ-00874,Enterprise,Customer success,Email,Scotland,Access issue,2,0,71,0,118.4,-0.696,0,0,Low,0,2.6,On time
REQ-00875,Public sector,Facilities,Email,North West,Technical incident,5,3,44,2,72.8,-0.641,0,0,Urgent,1,9.6,Late - staffing
REQ-00876,Individual,HR services,Email,Scotland,Technical incident,4,2,15,1,98.5,-0.138,0,0,Urgent,1,7.6,Late - staffing
REQ-00877,Enterprise,Facilities,Email,Midlands,Technical incident,5,1,66,1,105.4,-0.543,0,0,Urgent,1,7.9,Late - staffing
REQ-00878,SME,Finance operations,Phone,North West,Billing query,4,3,57,0,79.3,-0.106,1,1,Standard,1,6.8,Late - complex
REQ-00879,Public sector,Finance operations,Phone,South East,Change request,3,3,32,1,41.5,0.799,0,0,Standard,0,2.8,Early close
REQ-00880,Public sector,HR services,Portal,London,Complaint,1,2,11,1,76.8,-0.57,0,0,Low,0,4.7,On time
REQ-00881,Enterprise,IT support,Phone,Midlands,Policy question,2,1,29,3,112.2,-0.077,0,0,Low,1,5.2,Late - dependency
REQ-00882,Public sector,Customer success,Phone,Midlands,Technical incident,5,2,58,1,88.5,1.0,0,0,Urgent,1,7.9,Late - complex
REQ-00883,Individual,IT support,Portal,Scotland,Change request,2,1,41,1,96.2,0.234,0,0,Low,0,2.8,On time
REQ-00884,Enterprise,IT support,Email,South East,Billing query,1,0,14,3,53.8,-0.115,1,0,Low,1,5.7,Late - dependency
REQ-00885,SME,IT support,Portal,Midlands,Change request,2,0,12,1,62.9,-0.021,0,0,Low,1,6.2,Late - dependency
REQ-00886,Enterprise,Customer success,Phone,Midlands,Billing query,3,0,69,2,65.8,0.243,0,0,Standard,1,4.8,Late - dependency
REQ-00887,Enterprise,Finance operations,Portal,Scotland,Change request,4,3,32,0,68.2,0.813,0,0,Standard,1,9.2,Late - dependency
REQ-00888,SME,Facilities,Email,Scotland,Access issue,5,1,49,1,110.9,-0.189,0,0,Urgent,1,7.9,Late - dependency
REQ-00889,SME,Customer success,Portal,Midlands,Billing query,5,2,26,1,5.0,-0.291,1,1,Urgent,0,5.9,On time
REQ-00890,Public sector,IT support,Email,North West,Technical incident,3,3,7,0,71.1,-0.57,0,0,Standard,1,6.5,Late - complex
REQ-00891,Enterprise,Facilities,Chat,Midlands,Technical incident,3,0,30,0,67.2,0.096,0,1,Standard,1,5.1,Late - complex
REQ-00892,Individual,Finance operations,Portal,North West,Change request,5,1,50,0,22.0,-0.583,1,0,Urgent,1,6.5,Late - dependency
REQ-00893,SME,IT support,Phone,Midlands,Complaint,1,4,24,1,93.5,-0.159,0,0,Standard,1,6.3,Late - complex
REQ-00894,SME,Facilities,Chat,London,Access issue,3,2,43,2,44.6,-0.359,0,0,Standard,0,4.5,Early close
REQ-00895,Individual,Customer success,Phone,London,Billing query,3,0,32,0,57.5,0.533,0,0,Standard,0,4.9,On time
REQ-00896,Individual,Finance operations,Portal,Northern Ireland,Policy question,4,2,24,2,134.7,-0.179,0,0,Urgent,1,7.8,Late - complex
REQ-00897,SME,HR services,Phone,Midlands,Policy question,5,1,19,0,105.3,0.229,0,0,Standard,1,8.8,Late - complex
REQ-00898,SME,Finance operations,Portal,Midlands,Technical incident,4,1,19,1,90.1,-0.672,1,1,Urgent,1,4.7,Late - complex
REQ-00899,SME,HR services,Portal,Northern Ireland,Change request,4,0,19,1,83.3,0.109,0,0,Standard,1,5.9,Late - complex
REQ-00900,Enterprise,Facilities,Phone,Scotland,Change request,4,2,52,1,64.2,-0.491,0,0,Standard,1,8.2,Late - dependency
